,Product Name,Month,Year,Channel,Sub-channel,Sales
17467,Diaxolol,November,2018,Hospital,Private,2615535.0
12568,Cephovelam,April,2017,Hospital,Private,2609730.0
371,Abilovir Aprotasol,September,2018,Hospital,Government,2607955.0
37423,Sevoderm,November,2018,Hospital,Private,2605590.0
34604,Pulmogen Alitora,September,2017,Hospital,Government,2604822.0
6740,Alpharolac,July,2017,Hospital,Private,2601040.0
19532,Eproline,March,2019,Pharmacy,Retail,2599740.0
30621,Neuropogen Empibax,September,2019,Hospital,Private,2595450.0
17396,Diaxolol,January,2020,Pharmacy,Institution,2592585.0
25494,Ketamara Evogel,April,2018,Hospital,Government,2590720.0
6806,Alpharolac,November,2018,Hospital,Government,2587182.0
35096,Ranediol,June,2018,Hospital,Government,2584044.0
29630,Menogine,May,2020,Hospital,Private,2582160.0
10845,Aspinavir Silovance,September,2019,Hospital,Private,2575359.0
34664,Quiniprosyn,December,2020,Hospital,Government,2574325.0
18226,Docstryl Rivacin,November,2017,Pharmacy,Institution,2572929.0
18128,Docstryl Rivacin,December,2020,Pharmacy,Retail,2569773.0
34236,Pulmodiol Adalaxime,September,2019,Pharmacy,Retail,2568225.0
43144,Trazozaprine,September,2017,Hospital,Government,2565792.0
28666,Magnemunex,May,2017,Pharmacy,Institution,2565147.0
42183,Topitaine,October,2018,Hospital,Private,2564320.0
14728,Cogxone Levanide,January,2018,Pharmacy,Retail,2558780.0
2441,Adalatamine,November,2020,Hospital,Private,2555886.0
1501,Aciprex,October,2019,Pharmacy,Institution,2555470.0
38788,Sumanazole,September,2019,Hospital,Private,2555070.0
28691,Magnemunex,November,2019,Pharmacy,Retail,2552745.0
30543,Neuropogen Empibax,June,2019,Pharmacy,Institution,2551285.0
13947,Claripenem,February,2017,Pharmacy,Institution,2550912.0
42899,Trazobalamin,March,2019,Hospital,Private,2540508.0
14738,Cogxone Levanide,July,2017,Hospital,Private,2539572.0
35134,Ranediol,May,2019,Pharmacy,Institution,2539132.0
28316,Lovephilus,October,2017,Pharmacy,Retail,2528790.0
21022,Fentatrol Rapatelase,June,2017,Hospital,Private,2528160.0
23560,Ibrulinum,October,2017,Hospital,Private,2527760.0
21599,Flutacerol,June,2018,Pharmacy,Retail,2515120.0
18233,Docstryl Rivacin,November,2019,Hospital,Private,2512965.0
6247,Alimmethate Insudase,October,2017,Pharmacy,Institution,2511600.0
33940,Propratecan,July,2017,Hospital,Private,2507032.0
40458,Testant,November,2018,Hospital,Government,2504904.0
42064,Topitaine,December,2020,Hospital,Government,2486770.0
8985,Antilamin Clinbital,December,2020,Hospital,Private,2476720.0
26,Abatatriptan,August,2019,Pharmacy,Institution,2475312.0
29605,Menogine,March,2018,Hospital,Government,2471602.0
41064,Thalilamide,September,2018,Pharmacy,Retail,2470455.0
40041,Temasone Thiobucil,June,2020,Pharmacy,Retail,2463020.0
42088,Topitaine,January,2018,Hospital,Government,2458852.0
16147,Dantolac Pazocor,October,2017,Pharmacy,Retail,2457656.0
27243,Lansostral Acgestin,December,2019,Hospital,Private,2457213.0
39493,Symdocet,May,2018,Pharmacy,Retail,2456690.0
7177,Amamadin,May,2020,Hospital,Private,2451294.0
20345,Exotropin Empizine,September,2017,Hospital,Private,2447630.0
2386,Adalatamine,June,2018,Pharmacy,Institution,2439168.0
34640,Quiniprosyn,August,2018,Hospital,Government,2433705.0
42795,Trazobalamin,August,2017,Hospital,Government,2433066.0
18465,Doxivorin,April,2017,Pharmacy,Retail,2432940.0
38087,Spiroderall,February,2018,Pharmacy,Institution,2427854.0
40715,Tetratanyl,August,2018,Pharmacy,Retail,2426228.0
30772,Nevanide Actozide,November,2017,Hospital,Government,2417944.0
43943,Victomine,August,2019,Pharmacy,Institution,2412510.0
222,Abilovir Aprotasol,August,2020,Pharmacy,Institution,2407819.0
40366,Testant,February,2019,Hospital,Government,2403888.0
26450,Kiovax Tercorolac,April,2019,Pharmacy,Retail,2403538.0
122,Abatatriptan,March,2019,Pharmacy,Institution,2401854.0
30484,Neuropogen Empibax,December,2020,Pharmacy,Retail,2400640.0
12905,Cephozumab Synmethate,November,2018,Pharmacy,Retail,2399232.0
30182,Microroban Afatigomar,March,2020,Hospital,Private,2399082.0
27665,Liomulin,July,2017,Hospital,Government,2398060.0
40096,Temasone Thiobucil,October,2018,Pharmacy,Retail,2390720.0
27796,Lovapur,August,2018,Pharmacy,Retail,2390238.0
19616,Epzipitant,August,2017,Pharmacy,Institution,2388460.0
43862,Victomax,May,2019,Hospital,Private,2387336.0
10908,Atomorelin,February,2019,Hospital,Government,2382615.0
14680,Cogxone Levanide,August,2018,Pharmacy,Institution,2381792.0
40905,Thalilamide,August,2018,Pharmacy,Retail,2381280.0
9040,Antilamin Clinbital,June,2018,Hospital,Government,2377120.0
15223,Cordamectin Actolamin,September,2019,Pharmacy,Retail,2376692.0
6592,Allomenda,March,2019,Pharmacy,Retail,2375099.0
37429,Sevoderm,November,2019,Pharmacy,Retail,2374203.0
37985,Solasteride,May,2020,Pharmacy,Institution,2373280.0
7318,Amavirase,July,2019,Pharmacy,Retail,2372664.0
29920,Methiclotide,February,2018,Pharmacy,Institution,2370150.0
32918,Primapion,April,2019,Hospital,Government,2367996.0
25400,Ionclotide,June,2018,Pharmacy,Institution,2366881.0
39516,Symdocet,November,2020,Pharmacy,Institution,2366450.0
10458,Arivac,September,2018,Pharmacy,Institution,2359287.0
8991,Antilamin Clinbital,February,2017,Pharmacy,Retail,2357200.0
28965,Malavirine Alimdine,February,2017,Hospital,Private,2354690.0
10784,Aspinavir Silovance,March,2020,Hospital,Government,2352465.0
16717,Decidenu Galantrigine,October,2017,Hospital,Government,2345250.0
7079,Amamadin,December,2019,Pharmacy,Institution,2340779.0
1762,Acubulin,December,2020,Pharmacy,Retail,2335830.0
18126,Docstryl Rivacin,December,2020,Hospital,Private,2335440.0
25794,Ketastadil,March,2017,Pharmacy,Institution,2334780.0
36580,Rositroban,February,2020,Hospital,Government,2332850.0
7298,Amavirase,January,2018,Pharmacy,Institution,2332243.0
3003,Adriacaine,November,2019,Hospital,Private,2332060.0
19511,Eproline,June,2018,Pharmacy,Institution,2329080.0
4947,Albudazole Erobloc,April,2017,Pharmacy,Institution,2328005.0
26486,Kiovax Tercorolac,February,2017,Hospital,Government,2327728.0
29837,Metapatch,November,2020,Pharmacy,Retail,2325342.0
41003,Thalilamide,March,2019,Pharmacy,Institution,2322240.0
17674,Diazemid Felcept,October,2018,Pharmacy,Institution,2317753.0
7187,Amamadin,November,2018,Pharmacy,Retail,2316537.0
6555,Allomenda,July,2018,Pharmacy,Institution,2315685.0
30795,Nevanide Actozide,October,2018,Pharmacy,Retail,2313589.0
42443,Travoloride,December,2020,Hospital,Government,2309470.0
18962,Effidomide Evofribrate,March,2019,Pharmacy,Institution,2303568.0
7195,Amamadin,November,2020,Pharmacy,Retail,2290156.0
21647,Flutacerol,November,2019,Hospital,Government,2287895.0
29542,Menogine,February,2018,Hospital,Private,2286102.0
41907,Topipizole,January,2020,Pharmacy,Institution,2285280.0
43060,Trazozaprine,July,2019,Pharmacy,Retail,2284008.0
38153,Spiroderall,March,2019,Hospital,Government,2282888.0
22346,Halcifergen Nevazone,July,2020,Hospital,Private,2281230.0
43893,Victomax,October,2019,Hospital,Government,2280180.0
9980,Araxetine,July,2018,Hospital,Private,2275200.0
30311,Morphizolid Tianalin,January,2017,Hospital,Government,2273488.0
1238,Acelimus,June,2017,Pharmacy,Institution,2272316.0
37393,Sevoderm,March,2018,Pharmacy,Retail,2270112.0
20848,Fentalac,June,2020,Pharmacy,Retail,2266824.0
1478,Aciprex,November,2017,Pharmacy,Retail,2266664.0
42984,Trazozaprine,April,2020,Pharmacy,Institution,2265600.0
29735,Metapatch,February,2018,Pharmacy,Retail,2262708.0
21628,Flutacerol,May,2018,Hospital,Private,2261075.0
13912,Claripenem,April,2020,Pharmacy,Retail,2257920.0
20336,Exotropin Empizine,October,2018,Pharmacy,Retail,2256875.0
31214,Oxymotroban Fexoformin,April,2020,Pharmacy,Institution,2253818.0
37180,Secrelazine Insonamic,July,2020,Hospital,Government,2252724.0
36599,Rositroban,January,2020,Pharmacy,Retail,2252523.0
30064,Microroban Afatigomar,April,2018,Pharmacy,Retail,2250902.0
20666,Factolamide,March,2019,Hospital,Government,2246985.0
722,Abranatal Lysoprosate,November,2019,Hospital,Government,2245938.0
41098,Theopril,August,2019,Hospital,Private,2241024.0
42940,Trazobalamin,October,2017,Pharmacy,Institution,2229612.0
5611,Alemtuvatol Megalinum,June,2017,Hospital,Government,2226048.0
1250,Acelimus,June,2020,Pharmacy,Institution,2223826.0
10818,Aspinavir Silovance,November,2020,Pharmacy,Institution,2222352.0
11026,Atomorelin,October,2020,Pharmacy,Retail,2217225.0
36200,Ribabyclor,February,2020,Pharmacy,Institution,2216494.0
25295,Invisteride Diclomycin,September,2020,Hospital,Government,2214348.0
11695,Betanem,July,2017,Pharmacy,Institution,2214264.0
19742,Epzipitant,November,2017,Hospital,Government,2209520.0
30752,Nevanide Actozide,March,2020,Hospital,Government,2206915.0
19643,Epzipitant,December,2020,Hospital,Private,2205630.0
9419,Apromin,June,2017,Hospital,Private,2204625.0
42732,Travosoline Capolac,May,2020,Pharmacy,Retail,2202100.0
25491,Ketamara Evogel,April,2017,Hospital,Private,2200704.0
34676,Quiniprosyn,February,2019,Hospital,Government,2200525.0
41220,Theopril,November,2018,Hospital,Government,2198016.0
36579,Rositroban,February,2019,Pharmacy,Retail,2197689.0
42034,Topitaine,April,2020,Pharmacy,Institution,2196733.0
13040,Ceretosine,June,2017,Hospital,Private,2195543.0
12807,Cephozumab Synmethate,February,2018,Hospital,Government,2192640.0
30799,Nevanide Actozide,October,2019,Pharmacy,Retail,2187590.0
17733,Diprolimus,December,2017,Pharmacy,Institution,2187300.0
35941,Relenvice,September,2019,Pharmacy,Retail,2185299.0
12967,Ceretosine,August,2018,Pharmacy,Retail,2184910.0
28391,Lovepion,December,2020,Pharmacy,Institution,2183072.0
18164,Docstryl Rivacin,July,2018,Hospital,Government,2182374.0
35305,Raparidol,March,2018,Pharmacy,Institution,2182290.0
31164,Novakyn Tracprox,November,2019,Pharmacy,Retail,2181600.0
11703,Betanem,July,2019,Pharmacy,Institution,2178215.0
20879,Fentalac,November,2017,Hospital,Government,2173506.0
26224,Kinerinex,October,2018,Hospital,Private,2170685.0
29549,Menogine,February,2020,Hospital,Government,2160704.0
41069,Thalilamide,September,2020,Hospital,Government,2155575.0
815,Abtasol,February,2018,Pharmacy,Institution,2152670.0
31296,Oxymotroban Fexoformin,June,2017,Hospital,Private,2151684.0
30904,Nisorase,July,2018,Hospital,Government,2148924.0
24944,Interzide,August,2018,Pharmacy,Retail,2148300.0
9312,Aprerase,September,2018,Hospital,Private,2146782.0
7401,Amavirase,October,2020,Pharmacy,Retail,2145235.0
18843,Effidomide Evofribrate,April,2017,Pharmacy,Retail,2141388.0
22320,Halcifergen Nevazone,January,2017,Pharmacy,Retail,2140650.0
34336,Pulmofine,June,2017,Hospital,Government,2138992.0
34740,Quiniprosyn,March,2019,Pharmacy,Institution,2137335.0
2215,Acycpex,March,2018,Pharmacy,Institution,2135370.0
26835,Lactubucil,April,2020,Pharmacy,Retail,2135250.0
8535,Androporin,October,2018,Pharmacy,Retail,2134501.0
903,Abtasol,May,2020,Pharmacy,Retail,2133820.0
42924,Trazobalamin,November,2017,Pharmacy,Institution,2133600.0
37634,Sevotrana Tiafoxin,October,2019,Pharmacy,Institution,2130720.0
22626,Halciramine,September,2018,Hospital,Private,2129663.0
37941,Solasteride,June,2017,Pharmacy,Institution,2126800.0
934,Abtasol,October,2020,Pharmacy,Institution,2126280.0
24992,Interzide,January,2019,Hospital,Government,2125200.0
9169,Aprerase,December,2018,Hospital,Private,2124276.0
30740,Nevanide Actozide,March,2017,Hospital,Government,2124204.0
12430,Ceftatana Serolamide,February,2018,Pharmacy,Institution,2124150.0
8185,Ampysin,April,2018,Pharmacy,Retail,2124063.0
1954,Acycnafine Microvate,February,2017,Hospital,Government,2116128.0
574,Abranatal Lysoprosate,April,2017,Pharmacy,Institution,2109738.0
37867,Solasteride,August,2018,Pharmacy,Retail,2108080.0
13485,Choriotrisin,October,2017,Pharmacy,Retail,2106324.0
26225,Kinerinex,October,2018,Pharmacy,Institution,2104691.0
27237,Lansostral Acgestin,December,2017,Pharmacy,Retail,2101704.0
30377,Morphizolid Tianalin,May,2017,Pharmacy,Retail,2098376.0
9808,Aquamycin Lacoran,June,2019,Hospital,Private,2097945.0
7451,Amcibax Amcikeran,December,2017,Pharmacy,Institution,2097106.0
1183,Acelimus,December,2019,Pharmacy,Retail,2097006.0
16328,Darlofen,November,2019,Hospital,Government,2096241.0
28338,Lovephilus,September,2019,Hospital,Private,2095200.0
29929,Methiclotide,February,2020,Pharmacy,Retail,2093060.0
5819,Algluconium Dorzofoxin,March,2017,Pharmacy,Retail,2092675.0
2012,Acycnafine Microvate,June,2019,Pharmacy,Institution,2092440.0
22424,Halcifergen Nevazone,October,2019,Pharmacy,Retail,2090950.0
44074,Victomine,November,2020,Pharmacy,Retail,2089620.0
28262,Lovephilus,June,2020,Hospital,Private,2088216.0
39818,Tacrodomide,January,2020,Pharmacy,Retail,2087400.0
21620,Flutacerol,March,2020,Hospital,Private,2086000.0
30292,Morphizolid Tianalin,December,2020,Hospital,Private,2085020.0
42645,Travosoline Capolac,February,2019,Hospital,Government,2081320.0
17878,Diprolimus,September,2017,Pharmacy,Retail,2078252.0
31792,Paronium Atracustone,August,2018,Pharmacy,Retail,2077452.0
13502,Choriotrisin,September,2018,Hospital,Government,2077365.0
34257,Pulmofine,August,2017,Hospital,Government,2076384.0
32294,Penitrana,November,2017,Hospital,Government,2075147.0
42474,Travoloride,January,2020,Hospital,Government,2073970.0
42386,Tracdomide,September,2017,Pharmacy,Retail,2068152.0
30266,Morphizolid Tianalin,August,2017,Pharmacy,Retail,2066470.0
43128,Trazozaprine,November,2020,Pharmacy,Retail,2065944.0
18922,Effidomide Evofribrate,July,2017,Pharmacy,Institution,2064276.0
7123,Amamadin,July,2018,Pharmacy,Retail,2061996.0
2075,Acycnafine Microvate,October,2019,Hospital,Private,2060198.0
34671,Quiniprosyn,February,2017,Pharmacy,Retail,2059905.0
17604,Diazemid Felcept,July,2020,Pharmacy,Retail,2059680.0
29545,Menogine,February,2019,Hospital,Government,2059050.0
24222,Insozyme,February,2020,Hospital,Private,2056700.0
30282,Morphizolid Tianalin,December,2017,Pharmacy,Retail,2055340.0
21646,Flutacerol,November,2018,Pharmacy,Retail,2048750.0
42956,Trazobalamin,September,2017,Pharmacy,Institution,2047494.0
9003,Antilamin Clinbital,February,2020,Pharmacy,Retail,2046448.0
23883,Imiformin Transmunex,June,2018,Pharmacy,Retail,2046000.0
19447,Eproline,December,2018,Pharmacy,Institution,2044380.0
21533,Flutacerol,December,2018,Hospital,Private,2040555.0
9818,Aquamycin Lacoran,March,2017,Pharmacy,Retail,2037570.0
42611,Travosoline Capolac,August,2018,Pharmacy,Institution,2036790.0
12420,Ceftatana Serolamide,December,2020,Hospital,Government,2034900.0
2536,Adideine,February,2020,Hospital,Private,2034000.0
31602,Panpion,August,2018,Hospital,Private,2033788.0
45074,Zonixamine Immulinum,August,2018,Pharmacy,Institution,2033254.0
38080,Spiroderall,December,2020,Pharmacy,Retail,2030830.0
25739,Ketastadil,February,2019,Pharmacy,Retail,2025002.0
18474,Doxivorin,April,2020,Hospital,Government,2023752.0
27832,Lovapur,February,2019,Pharmacy,Retail,2019966.0
10156,Argalazine Abostryl,January,2018,Pharmacy,Institution,2019020.0
14801,Cogxone Levanide,November,2017,Hospital,Government,2017526.0
8914,Antaparin Varizyme,October,2018,Pharmacy,Institution,2017116.0
1425,Aciprex,July,2020,Pharmacy,Institution,2015748.0
9504,Apromin,September,2018,Pharmacy,Institution,2013750.0
41103,Theopril,August,2020,Pharmacy,Institution,2012160.0
11798,Betanem,September,2019,Hospital,Private,2010190.0
920,Abtasol,October,2017,Hospital,Government,2008656.0
30670,Nevanide Actozide,December,2019,Pharmacy,Institution,2008254.0
2406,Adalatamine,March,2019,Pharmacy,Institution,2007232.0
4812,Alarudin Azarolac,February,2019,Hospital,Private,2005479.0
8458,Androporin,July,2019,Hospital,Private,2004678.0
29263,Malaxolol Aeroprosyn,November,2020,Hospital,Government,2003482.0
43880,Victomax,November,2019,Pharmacy,Retail,2001076.0
44861,Zonitonin,April,2017,Hospital,Government,1998444.0
21948,Fosinofen,January,2018,Pharmacy,Retail,1996225.0
14647,Clinolan Pitoletra,September,2018,Hospital,Private,1994200.0
12964,Ceretosine,August,2018,Hospital,Government,1992487.0
25683,Ketastadil,April,2017,Pharmacy,Retail,1991430.0
29366,Megenorphine,January,2018,Hospital,Private,1991106.0
9354,Apromin,December,2017,Hospital,Government,1984125.0
30834,Nisorase,April,2020,Pharmacy,Institution,1983864.0
25837,Ketastadil,November,2020,Pharmacy,Institution,1983037.0
17756,Diprolimus,February,2019,Hospital,Private,1981884.0
23419,Ibrulinum,August,2017,Pharmacy,Institution,1981320.0
8083,Ampinonide,June,2017,Hospital,Government,1980280.0
19127,Effigine Propraprex,June,2017,Pharmacy,Retail,1979250.0
2534,Adideine,February,2019,Pharmacy,Retail,1979082.0
5005,Albudazole Erobloc,February,2020,Hospital,Government,1976130.0
15756,Cyclovital,November,2018,Hospital,Private,1974809.0
33145,Primatate Univatol,December,2020,Hospital,Government,1974560.0
30691,Nevanide Actozide,February,2020,Pharmacy,Retail,1972696.0
36646,Rositroban,March,2020,Pharmacy,Institution,1972581.0
33746,Propralamide Dexlanzolam,January,2019,Pharmacy,Retail,1970249.0
36810,Sanctumine,June,2018,Pharmacy,Retail,1970078.0
12646,Cephovelam,July,2017,Hospital,Government,1969086.0
38176,Spiroderall,May,2020,Pharmacy,Retail,1968795.0
13374,Choriotrisin,February,2018,Hospital,Government,1967439.0
25417,Ionclotide,March,2018,Pharmacy,Retail,1966196.0
16681,Decidenu Galantrigine,March,2020,Hospital,Government,1965880.0
591,Abranatal Lysoprosate,August,2017,Pharmacy,Retail,1964685.0
40011,Temasone Thiobucil,July,2017,Hospital,Government,1963668.0
274,Abilovir Aprotasol,July,2017,Pharmacy,Retail,1963431.0
30797,Nevanide Actozide,October,2019,Hospital,Private,1963420.0
7285,Amavirase,February,2019,Hospital,Private,1962610.0
36709,Rositroban,September,2020,Pharmacy,Retail,1961999.0
10746,Aspinavir Silovance,July,2018,Pharmacy,Institution,1956087.0
18242,Docstryl Rivacin,October,2017,Pharmacy,Institution,1952775.0
10769,Aspinavir Silovance,June,2020,Hospital,Private,1949499.0
17854,Diprolimus,November,2019,Pharmacy,Retail,1946380.0
40410,Testant,June,2018,Hospital,Government,1945656.0
24219,Insozyme,February,2019,Pharmacy,Institution,1945350.0
35847,Relenvice,July,2020,Hospital,Government,1944783.0
29613,Menogine,March,2020,Hospital,Government,1944040.0
29592,Menogine,June,2018,Pharmacy,Retail,1943298.0
42471,Travoloride,January,2019,Hospital,Private,1940520.0
43046,Trazozaprine,January,2020,Hospital,Private,1937796.0
40949,Thalilamide,January,2017,Pharmacy,Retail,1936020.0
20856,Fentalac,March,2018,Pharmacy,Retail,1935576.0
35758,Relenstrel Exurabine,September,2020,Pharmacy,Institution,1935136.0
13011,Ceretosine,January,2018,Hospital,Government,1934177.0
24564,Interfeferon Aspipex,August,2018,Pharmacy,Retail,1933568.0
33887,Propratecan,August,2020,Hospital,Government,1933470.0
19037,Effigine Propraprex,April,2018,Hospital,Private,1932125.0
