,Product Name,Year,Month,Sales
7771,Nevanide Actozide,2020,March,3026295.0
1791,Amamadin,2018,February,3025259.0
9212,Robapril,2020,May,3021963.0
1715,Alpharolac,2019,September,3020511.0
10778,Travosoline Capolac,2019,December,3019500.0
3722,Cogxone Levanide,2019,December,3018400.0
4783,Effidomide Evofribrate,2019,March,3014712.0
3712,Cogxone Levanide,2018,January,3013598.0
10367,Thalilamide,2020,September,3011655.0
9938,Symdocet,2017,December,3008000.0
69,Abilovir Aprotasol,2018,November,3007689.0
2173,Angioparin Brimosumab,2018,August,3007620.0
6018,Imiformin Transmunex,2018,June,3004800.0
2731,Aspinavir Silovance,2020,March,3001932.0
9644,Spiroderall,2020,May,3001841.0
10646,Topitaine,2020,December,3000668.0
6706,Kiovax Tercorolac,2019,October,2996300.0
10801,Trazobalamin,2017,August,2993898.0
2509,Araxetine,2018,August,2993850.0
7003,Liomulin,2020,March,2991450.0
6525,Ketastadil,2020,November,2990960.0
6406,Ionclotide,2018,October,2990940.0
7217,Magnemunex,2018,July,2989571.0
8557,Propratecan,2018,August,2985796.0
522,Acycnafine Microvate,2020,June,2984030.0
3168,Cephovelam,2017,April,2982626.0
4914,Eproline,2018,June,2978040.0
10226,Tetalamide,2017,December,2975600.0
11370,Zonitonin,2020,June,2975392.0
4096,Darlofen,2018,January,2974435.0
7462,Menogine,2018,October,2973936.0
2349,Aprerase,2020,November,2972970.0
2327,Aprerase,2018,September,2972244.0
8614,Pulmodiol Adalaxime,2018,October,2971155.0
10710,Travoloride,2017,June,2970440.0
4042,Dantolac Pazocor,2017,October,2969764.0
5467,Flutacerol,2020,March,2967335.0
3154,Ceftatana Serolamide,2019,October,2966075.0
4186,Decidenu Galantrigine,2017,October,2962980.0
9565,Solasteride,2018,August,2958280.0
2723,Aspinavir Silovance,2019,September,2958012.0
1787,Amamadin,2017,September,2953959.0
7754,Nevanide Actozide,2019,December,2952087.0
2143,Androporin,2019,March,2950343.0
7718,Neuropogen Empibax,2020,December,2945745.0
6993,Liomulin,2019,November,2941960.0
10277,Tetratanyl,2017,July,2941827.0
314,Acelimus,2019,December,2940732.0
510,Acycnafine Microvate,2019,June,2938628.0
40,Abatatriptan,2020,January,2937578.0
10877,Trazozaprine,2019,July,2936784.0
1232,Alarudin Azarolac,2019,May,2936493.0
5418,Finanel,2020,June,2935294.0
2181,Angioparin Brimosumab,2018,November,2934646.0
2221,Antaparin Varizyme,2018,August,2933847.0
4593,Docstryl Rivacin,2019,November,2933502.0
8730,Pulmogen Alitora,2020,June,2932851.0
8314,Primapion,2017,October,2931828.0
2230,Antaparin Varizyme,2018,October,2931795.0
9576,Solasteride,2019,April,2931760.0
5325,Fentatrol Rapatelase,2020,November,2931200.0
7042,Lovapur,2019,October,2922504.0
2295,Antilamin Clinbital,2020,February,2918944.0
6866,Lansostral Acgestin,2017,December,2918685.0
8627,Pulmodiol Adalaxime,2019,September,2916705.0
3072,Brimorix Amonine,2017,April,2916146.0
1566,Alimmethate Insudase,2019,June,2904720.0
2958,Betanem,2019,June,2897362.0
2755,Atomorelin,2018,March,2895435.0
9365,Secrelazine Insonamic,2017,July,2889816.0
10667,Tracdomide,2017,September,2889056.0
10749,Travoloride,2020,November,2884875.0
7351,Malaxolol Aeroprosyn,2017,March,2884492.0
85,Abilovir Aprotasol,2020,August,2884487.0
9952,Symdocet,2018,January,2881100.0
2206,Angioparin Brimosumab,2020,October,2878722.0
10389,Theopril,2018,November,2876928.0
10393,Theopril,2019,August,2876928.0
5645,Halcifergen Nevazone,2019,July,2874790.0
4138,Dasagestin,2017,October,2866436.0
3959,Cyclovital,2018,September,2862356.0
8683,Pulmofine,2020,March,2857264.0
1649,Allomenda,2018,July,2854794.0
370,Aciprex,2019,October,2853959.0
1287,Albudazole Erobloc,2020,February,2853847.0
1473,Algluconium Dorzofoxin,2019,November,2851537.0
10797,Travosoline Capolac,2020,November,2848090.0
2513,Araxetine,2018,July,2844000.0
9563,Solasteride,2017,September,2840240.0
9256,Rositroban,2020,January,2836457.0
1293,Albudazole Erobloc,2020,November,2835268.0
9774,Sumanazole,2019,June,2826976.0
6425,Ionclotide,2020,July,2825618.0
1840,Amavirase,2018,January,2819243.0
7770,Nevanide Actozide,2020,June,2819131.0
1874,Amcibax Amcikeran,2017,December,2818046.0
291,Acelimus,2017,February,2816150.0
4486,Diprolimus,2018,October,2809254.0
6507,Ketastadil,2019,February,2804788.0
345,Aciprex,2017,November,2802597.0
11074,Victomax,2019,October,2799139.0
7767,Nevanide Actozide,2020,February,2796714.0
10765,Travosoline Capolac,2018,August,2793800.0
2310,Aprerase,2017,June,2792196.0
9380,Secrelazine Insonamic,2018,May,2790574.0
7151,Lovephilus,2020,September,2788944.0
9248,Rositroban,2019,May,2787395.0
5629,Halcifergen Nevazone,2018,August,2786750.0
3521,Claripenem,2018,July,2786560.0
3370,Choriotrisin,2017,October,2785383.0
3237,Cephozumab Synmethate,2018,November,2784768.0
4051,Dantolac Pazocor,2018,March,2783070.0
8959,Rebedase Aplencor,2019,March,2781180.0
5457,Flutacerol,2019,November,2780340.0
10624,Topitaine,2018,January,2775773.0
25,Abatatriptan,2019,August,2774338.0
10854,Trazozaprine,2017,June,2773944.0
4450,Diazemid Felcept,2019,October,2772599.0
5265,Fentalac,2019,November,2771730.0
2034,Ampinonide,2018,June,2771648.0
9,Abatatriptan,2017,November,2766918.0
7766,Nevanide Actozide,2020,December,2762702.0
454,Acubulin,2018,October,2762130.0
5536,Fosinofen,2018,January,2760450.0
5444,Flutacerol,2018,May,2754265.0
5286,Fentatrol Rapatelase,2017,June,2748916.0
209,Abtasol,2018,July,2746068.0
7114,Lovephilus,2017,October,2743548.0
4408,Diaxolol,2020,January,2739465.0
4990,Epzipitant,2020,October,2739338.0
6954,Lioletine Refliruvax,2020,June,2737455.0
6107,Insozyme,2017,September,2737245.0
550,Acycpex,2018,October,2736660.0
3730,Cogxone Levanide,2019,October,2733024.0
7190,Lovepion,2020,December,2731968.0
294,Acelimus,2017,June,2731852.0
2786,Atrabicin Alkerotec,2017,December,2731530.0
10304,Tetratanyl,2019,May,2730784.0
9206,Robapril,2020,December,2730684.0
6553,Kinenadryl,2019,August,2729962.0
2637,Arivac,2020,November,2728404.0
5638,Halcifergen Nevazone,2018,October,2726400.0
4504,Diprolimus,2020,January,2725566.0
3540,Claripenem,2020,April,2724288.0
1270,Albudazole Erobloc,2018,October,2718727.0
6965,Liomulin,2017,July,2718030.0
10744,Travoloride,2020,January,2713745.0
10122,Temasone Thiobucil,2020,June,2712214.0
2155,Androporin,2020,March,2711785.0
4570,Docstryl Rivacin,2017,October,2711004.0
7479,Menogine,2020,February,2707558.0
3137,Ceftatana Serolamide,2018,July,2704870.0
7575,Methiclotide,2020,February,2704490.0
6911,Lansostral Acgestin,2020,September,2703624.0
2175,Angioparin Brimosumab,2018,February,2695264.0
9282,Sanctumine,2018,June,2694516.0
9905,Symbitrim,2018,July,2694472.0
2417,Apronazol,2018,July,2694176.0
310,Acelimus,2018,October,2692314.0
7724,Neuropogen Empibax,2020,May,2692250.0
1870,Amavirase,2020,October,2692136.0
7118,Lovephilus,2018,December,2688840.0
2182,Angioparin Brimosumab,2018,October,2687762.0
43,Abatatriptan,2020,March,2686040.0
2421,Apronazol,2018,November,2684264.0
7503,Metapatch,2018,February,2683626.0
8749,Quiniprosyn,2018,August,2679790.0
5097,Exotropin Empizine,2017,November,2673710.0
6886,Lansostral Acgestin,2018,October,2673528.0
7551,Methiclotide,2018,February,2673346.0
7775,Nevanide Actozide,2020,September,2672261.0
6518,Ketastadil,2020,December,2671263.0
10742,Travoloride,2020,December,2668215.0
8586,Propratecan,2020,June,2667984.0
3158,Ceftatana Serolamide,2020,December,2665005.0
7496,Metapatch,2017,May,2664354.0
6868,Lansostral Acgestin,2017,January,2663496.0
8328,Primapion,2019,April,2662704.0
4422,Diazemid Felcept,2017,June,2661033.0
435,Acubulin,2017,February,2659230.0
3065,Biotasol Siloderm,2020,July,2657998.0
5617,Halcifergen Nevazone,2017,August,2656110.0
7408,Megenorphine,2018,January,2653602.0
5959,Imiderm Vibranovate,2017,March,2651220.0
3981,Cyclovital,2020,November,2649101.0
7759,Nevanide Actozide,2019,March,2643660.0
3383,Choriotrisin,2018,September,2640588.0
6813,Lactubucil,2020,November,2640105.0
10893,Trazozaprine,2020,November,2638008.0
9981,Symdocet,2020,November,2637640.0
10314,Tetratanyl,2020,June,2637271.0
10320,Thalilamide,2017,April,2637120.0
1487,Algluconium Dorzofoxin,2020,September,2633410.0
4416,Diazemid Felcept,2017,April,2632222.0
651,Adideine,2019,February,2630640.0
6991,Liomulin,2019,March,2629340.0
643,Adideine,2018,March,2629284.0
7233,Magnemunex,2019,November,2629224.0
8763,Quiniprosyn,2019,February,2628170.0
8662,Pulmofine,2018,October,2626784.0
10351,Thalilamide,2019,March,2626050.0
607,Adalatamine,2019,March,2620200.0
5438,Flutacerol,2018,December,2617930.0
4214,Decidenu Galantrigine,2020,December,2615470.0
1541,Alimmethate Insudase,2017,July,2612688.0
8757,Quiniprosyn,2018,November,2612595.0
2518,Araxetine,2018,October,2612250.0
8767,Quiniprosyn,2019,March,2610815.0
591,Adalatamine,2018,February,2603526.0
11361,Zonitonin,2019,November,2599842.0
4752,Effidomide Evofribrate,2017,April,2597940.0
11087,Victomax,2020,September,2596664.0
2746,Atomorelin,2017,October,2596290.0
6135,Insozyme,2020,February,2595765.0
7760,Nevanide Actozide,2019,May,2594188.0
2957,Betanem,2019,July,2593084.0
7857,Novakyn Tracprox,2019,November,2591424.0
6950,Lioletine Refliruvax,2020,December,2591295.0
6480,Ketastadil,2017,April,2591148.0
10527,Topifribrate,2018,February,2590191.0
9401,Secrelazine Insonamic,2020,July,2587926.0
663,Adideine,2020,February,2586570.0
7983,Panpion,2018,February,2585312.0
6675,Kiovax Tercorolac,2017,February,2584760.0
8566,Propratecan,2018,October,2582052.0
4656,Doxivorin,2017,April,2580516.0
2751,Atomorelin,2018,February,2580195.0
10485,Tiaracil,2018,November,2575800.0
6454,Ketamara Evogel,2018,October,2575232.0
9046,Relenvice,2018,October,2574990.0
7021,Lovapur,2018,August,2573721.0
481,Acycnafine Microvate,2017,August,2573438.0
6301,Interzide,2018,August,2573340.0
9065,Relenvice,2020,July,2573154.0
1233,Alarudin Azarolac,2019,November,2572479.0
2265,Antilamin Clinbital,2017,November,2572336.0
3173,Cephovelam,2017,July,2571790.0
10203,Testant,2019,February,2571760.0
177,Abranatal Lysoprosate,2019,November,2567370.0
2934,Betanem,2017,June,2566811.0
144,Abranatal Lysoprosate,2017,April,2565327.0
1779,Amamadin,2017,February,2562522.0
7460,Menogine,2018,May,2554706.0
3827,Cordamectin Actolamin,2019,September,2545879.0
840,Adtiza Gammaluble,2019,April,2543856.0
7641,Morphizolid Tianalin,2017,November,2542834.0
2375,Apromin,2018,September,2541000.0
6696,Kiovax Tercorolac,2019,April,2537830.0
6855,Lansopril Acribax,2020,February,2537736.0
4561,Docstryl Rivacin,2017,August,2535846.0
9259,Rositroban,2020,March,2531503.0
8657,Pulmofine,2018,July,2531152.0
7661,Morphizolid Tianalin,2019,July,2527994.0
8646,Pulmofine,2017,June,2527712.0
8641,Pulmofine,2017,August,2524272.0
7899,Oxymotroban Fexoformin,2019,February,2521290.0
6846,Lansopril Acribax,2019,June,2521008.0
2565,Argalazine Abostryl,2018,November,2519536.0
8899,Raparidol,2018,March,2518516.0
7137,Lovephilus,2019,November,2518314.0
9638,Spiroderall,2020,December,2517968.0
4934,Eproline,2020,December,2517840.0
10779,Travosoline Capolac,2019,February,2517470.0
2190,Angioparin Brimosumab,2019,June,2516580.0
10342,Thalilamide,2018,October,2515350.0
6207,Interfeferon Aspipex,2018,February,2511808.0
483,Acycnafine Microvate,2017,February,2511586.0
7389,Malaxolol Aeroprosyn,2020,November,2510000.0
8,Abatatriptan,2017,May,2507960.0
509,Acycnafine Microvate,2019,July,2507638.0
7640,Morphizolid Tianalin,2017,May,2506476.0
9263,Rositroban,2020,September,2504086.0
9255,Rositroban,2020,February,2499757.0
289,Acelimus,2017,August,2499100.0
4502,Diprolimus,2020,December,2497326.0
10182,Testant,2017,June,2495144.0
7627,Microroban Afatigomar,2020,March,2492770.0
6532,Kinenadryl,2017,January,2491452.0
6464,Ketamara Evogel,2019,May,2487623.361
7041,Lovapur,2019,November,2485561.0
403,Aclonuma,2018,March,2485182.0
1,Abatatriptan,2017,August,2484958.0
7452,Menogine,2018,April,2483474.0
11101,Victomine,2018,August,2480895.0
3945,Cyclovital,2017,November,2479851.0
7981,Panpion,2018,August,2476668.0
10230,Tetalamide,2017,June,2476370.0
3705,Cogxone Levanide,2017,November,2474402.0
3391,Choriotrisin,2019,March,2473926.0
9375,Secrelazine Insonamic,2018,February,2469946.0
4386,Diaxolol,2018,June,2462535.0
4054,Dantolac Pazocor,2018,October,2462280.0
6505,Ketastadil,2019,August,2462201.0
7447,Menogine,2017,March,2459730.0
3671,Clinolan Pitoletra,2018,September,2456740.0
7671,Morphizolid Tianalin,2020,February,2454536.0
2205,Angioparin Brimosumab,2020,November,2453836.0
307,Acelimus,2018,March,2452848.0
7415,Megenorphine,2018,September,2451798.0
1248,Albudazole Erobloc,2017,April,2446798.0
4133,Dasagestin,2017,July,2440292.0
10838,Trazobalamin,2020,December,2439924.0
8544,Propratecan,2017,April,2439514.0
1859,Amavirase,2019,September,2439383.0
8121,Penitrana,2017,November,2437801.0
10807,Trazobalamin,2017,March,2436876.0
2358,Apromin,2017,June,2434500.0
4672,Doxivorin,2018,January,2434488.0
3270,Ceretosine,2017,June,2431184.0
4568,Docstryl Rivacin,2017,May,2430909.0
10374,Theopril,2017,June,2429952.0
9409,Sevoderm,2017,August,2429895.0
4581,Docstryl Rivacin,2018,November,2426175.0
9953,Symdocet,2018,July,2425670.0
5635,Halcifergen Nevazone,2018,March,2425360.0
10833,Trazobalamin,2019,November,2424684.0
2157,Androporin,2020,November,2423143.0
11133,Victomine,2020,November,2422380.0
10324,Thalilamide,2017,January,2421255.0
2189,Angioparin Brimosumab,2019,July,2418372.0
498,Acycnafine Microvate,2018,June,2415518.0
353,Aciprex,2018,July,2414856.0
406,Aclonuma,2018,October,2413608.0
3095,Brimorix Amonine,2018,September,2412676.0
2336,Aprerase,2019,May,2410320.0
5430,Flutacerol,2017,June,2408585.0
6819,Lansopril Acribax,2017,February,2408340.0
10193,Testant,2018,July,2408280.0
5633,Halcifergen Nevazone,2018,July,2406900.0
1227,Alarudin Azarolac,2019,February,2405214.0
7643,Morphizolid Tianalin,2017,September,2404822.0
5274,Fentalac,2020,June,2404020.0
4449,Diazemid Felcept,2019,November,2399282.0
3952,Cyclovital,2018,January,2398611.0
8134,Penitrana,2018,October,2398600.0
10706,Travoloride,2017,December,2398175.0
6316,Interzide,2019,January,2397360.0
8987,Relenstrel Exurabine,2017,September,2396024.0
8706,Pulmogen Alitora,2018,June,2395841.0
8710,Pulmogen Alitora,2018,October,2395841.0
8568,Propratecan,2019,April,2391774.0
10591,Topipizole,2019,March,2388688.0
4102,Darlofen,2018,October,2387049.0
2795,Atrabicin Alkerotec,2017,September,2384922.0
6500,Ketastadil,2018,May,2384375.0
3166,Ceftatana Serolamide,2020,October,2382380.0
2318,Aprerase,2018,December,2381280.0
236,Abtasol,2020,May,2380378.0
7653,Morphizolid Tianalin,2018,November,2378110.0
1835,Amavirase,2017,September,2373151.0
10857,Trazozaprine,2017,November,2368968.0
2455,Aquamycin Lacoran,2017,March,2368425.0
2316,Aprerase,2018,April,2363856.0
5228,Factolamide,2020,May,2363250.0
10863,Trazozaprine,2018,February,2362596.0
3042,Biotasol Siloderm,2018,June,2362582.0
7620,Microroban Afatigomar,2020,April,2361320.0
8747,Quiniprosyn,2017,September,2360280.0
288,Acelimus,2017,April,2359598.0
2354,Apromin,2017,December,2359500.0
4790,Effidomide Evofribrate,2020,December,2358036.0
8009,Panpion,2020,July,2357644.0
7040,Lovapur,2019,May,2355525.0
4401,Diaxolol,2019,November,2354670.0
11514,Zyvance,2020,June,2354347.0
9786,Sumanazole,2020,June,2351934.0
9023,Relenstrel Exurabine,2020,September,2350656.0
2329,Aprerase,2019,August,2350062.0
2612,Arivac,2018,May,2347947.0
11107,Victomine,2018,March,2346240.0
5620,Halcifergen Nevazone,2017,January,2345840.0
4560,Docstryl Rivacin,2017,April,2345697.0
1866,Amavirase,2020,June,2344905.0
3256,Cephozumab Synmethate,2020,January,2344704.0
10618,Topitaine,2017,October,2343561.0
10822,Trazobalamin,2018,October,2343150.0
4511,Diprolimus,2020,September,2342630.0
2427,Apronazol,2019,February,2341592.0
582,Adalatamine,2017,June,2341506.0
7318,Malavirine Alimdine,2018,October,2340117.0
4812,Effigine Propraprex,2018,April,2337400.0
3246,Cephozumab Synmethate,2019,June,2337024.0
8563,Propratecan,2018,March,2335850.0
11389,Zonixamine Immulinum,2018,August,2335426.0
354,Aciprex,2018,June,2331498.0
8739,Quiniprosyn,2017,February,2330020.0
3219,Cephozumab Synmethate,2017,February,2329344.0
10347,Thalilamide,2019,February,2329005.0
11123,Victomine,2019,September,2328615.0
7104,Lovephilus,2017,April,2326836.0
2076,Ampysin,2018,April,2325996.0
5905,Ibrulinum,2017,August,2325790.0
6804,Lactubucil,2020,April,2325375.0
11111,Victomine,2018,September,2322975.0
8851,Ranediol,2018,March,2320988.0
4451,Diazemid Felcept,2019,September,2320205.0
39,Abatatriptan,2020,February,2317266.0
1749,Alpradipine,2018,November,2315335.0
7121,Lovephilus,2018,July,2315196.0
3037,Biotasol Siloderm,2018,August,2314092.0
2752,Atomorelin,2018,January,2311020.0
7707,Neuropogen Empibax,2019,February,2310495.0
202,Abtasol,2017,October,2310256.0
11399,Zonixamine Immulinum,2018,September,2307712.0
7336,Malavirine Alimdine,2020,January,2304835.0
6699,Kiovax Tercorolac,2019,February,2304624.0
8575,Propratecan,2019,March,2304478.0
4487,Diprolimus,2018,September,2302688.0
7812,Nisorase,2020,April,2302587.0
4113,Darlofen,2019,November,2302230.0
6521,Ketastadil,2020,July,2301971.0
9159,Ribabyclor,2020,February,2298569.0
8013,Panpion,2020,November,2296056.0
2727,Aspinavir Silovance,2020,February,2294271.0
2925,Benzoprox,2020,November,2293868.0
306,Acelimus,2018,June,2291712.0
801,Adriafinil Ehtymara,2019,November,2288195.0
7382,Malaxolol Aeroprosyn,2020,December,2288116.0
2219,Antaparin Varizyme,2017,September,2287467.0
6606,Kinerinex,2019,June,2286498.0
6931,Lioletine Refliruvax,2018,March,2283750.0
2714,Aspinavir Silovance,2019,December,2281644.0
6743,Lacoplex Hyaluvance,2018,September,2281554.0
6580,Kinerinex,2017,January,2280675.0
7634,Morphizolid Tianalin,2017,December,2280166.0
3091,Brimorix Amonine,2018,March,2280142.0
8029,Paronium Atracustone,2018,August,2272446.0
1851,Amavirase,2019,February,2272342.0
3953,Cyclovital,2018,July,2272012.0
6998,Liomulin,2020,December,2270660.0
10625,Topitaine,2018,July,2270147.0
4998,Ergomethate,2017,June,2269228.0
8675,Pulmofine,2019,September,2269024.0
8681,Pulmofine,2020,July,2268336.0
10085,Temasone Thiobucil,2017,July,2265882.0
10405,Theopril,2020,August,2260992.0
9063,Relenvice,2020,February,2259198.0
7793,Nisorase,2018,July,2257392.0
10386,Theopril,2018,June,2257152.0
6682,Kiovax Tercorolac,2017,October,2256250.0
598,Adalatamine,2018,October,2255754.0
9901,Symbitrim,2018,August,2255488.0
8697,Pulmogen Alitora,2017,November,2250913.0
6906,Lansostral Acgestin,2020,June,2250303.0
7630,Microroban Afatigomar,2020,October,2249468.0
10566,Topipizole,2017,June,2249216.0
10732,Travoloride,2019,January,2249025.0
2022,Ampinonide,2017,June,2247624.0
4692,Doxivorin,2020,April,2245116.0
3190,Cephovelam,2018,October,2242254.0
10834,Trazobalamin,2019,October,2241804.0
358,Aciprex,2018,October,2240562.0
4073,Dantolac Pazocor,2020,July,2240328.0
2607,Arivac,2018,February,2238516.0
8295,Presetron,2020,February,2235384.0
3720,Cogxone Levanide,2019,April,2231558.0
10871,Trazozaprine,2018,September,2229492.0
7763,Nevanide Actozide,2019,September,2227786.0
7679,Morphizolid Tianalin,2020,September,2227484.0
6787,Lactubucil,2018,March,2226510.0
7377,Malaxolol Aeroprosyn,2019,November,2224864.0
9379,Secrelazine Insonamic,2018,March,2222882.0
