,Product Class,City,Customer Name,Sales
4070,Mood Stabilizers,Kamp-Lintfort,Bashirian-Kassulke Pharmacy,5618086.0
443,Analgesics,Münster,"Wunsch, Mills and Walter Pharmaceutical Limited",5615357.0
2130,Antimalarial,Stolberg,Cartwright-Fay ,5605106.0
3834,Mood Stabilizers,Brandenburg,Bosco-Marquardt Pharmaceutical Limited,5604376.0
684,Analgesics,Weimar,Terry-Kub Pharma Plc,5592589.0
587,Analgesics,Schwandorf,"Hirthe, Williamson and Macejkovic ",5591619.0
782,Antibiotics,Bad Neuenahr-Ahrweiler,"Buckridge, Hand and Hyatt Pharmaceutical Ltd",5589680.0
3007,Antiseptics,Achim,Mann-Waelchi Pharmacy,5584466.0
2628,Antipiretics,Leimen,Watsica-Kovacek Pharmaceutical Ltd,5577342.0
4164,Mood Stabilizers,Mainz,Dach PLC Pharm,5567662.0
3282,Antiseptics,Herrenberg,"Hansen, Fadel and Schroeder Pharmaceutical Ltd",5560791.0
993,Antibiotics,Gummersbach,"Kutch, Daniel and Ortiz Pharm",5559774.0
2107,Antimalarial,Sindelfingen,Reilly Ltd Pharmacy,5559190.0
1087,Antibiotics,Korbach,Purdy Ltd Pharm,5555496.0
2641,Antipiretics,Lohne,D'Amore and Sons Pharmacy,5552160.0
3615,Antiseptics,Sondershausen,Marquardt-Ryan Pharma Plc,5549729.0
4087,Mood Stabilizers,Koblenz,Kutch-Marks Pharma Plc,5546579.0
364,Analgesics,Landau,Trantow LLC Pharmacy,5543803.0
2703,Antipiretics,Neu-Ulm,Tillman Group Pharma Plc,5535789.0
2730,Antipiretics,Oberhausen,"Bernier, Murphy and Rau Pharmaceutical Limited",5526744.0
915,Antibiotics,Ennepetal,Steuber Ltd Pharmaceutical Limited,5515044.0
1288,Antibiotics,Radolfzell am Bodensee,Streich PLC Pharm,5514945.0
117,Analgesics,Cloppenburg,Breitenberg-Kuhn Pharma Plc,5511357.0
1175,Antibiotics,Meschede,"Langworth, Olson and Satterfield Pharmacy",5503819.0
3560,Antiseptics,Riesa,"Cormier, Dietrich and Zulauf Pharmacy",5500996.0
3055,Antiseptics,Bergkamen,Homenick-Larson Pharmaceutical Ltd,5496877.0
3215,Antiseptics,Georgsmarienhütte,Bashirian Group Pharmacy,5490081.0
685,Analgesics,Weingarten,Hermiston LLC Pharmaceutical Ltd,5488043.0
1867,Antimalarial,Landsberg,Veum and Sons Pharmaceutical Limited,5485900.0
4050,Mood Stabilizers,Idar-Oberstein,"Wuckert, Kreiger and Howell ",5482916.0
447,Analgesics,Neckarsulm,Legros-Runte Pharmaceutical Limited,5478357.102041
3760,Mood Stabilizers,Ahlen,Pfeffer-Kirlin Pharmacy,5477444.0
4425,Mood Stabilizers,Waiblingen,"Koch, Borer and Hagenes Pharm",5477431.0
3600,Antiseptics,Seelze,Hill Ltd Pharma Plc,5468143.0
3237,Antiseptics,Griesheim,Kozey Ltd Pharma Plc,5467830.0
3033,Antiseptics,Bad Kreuznach,"Paucek, Keeling and Bruen Pharmaceutical Limited",5461307.0
1116,Antibiotics,Landsberg,Veum and Sons Pharmaceutical Limited,5459982.0
2575,Antipiretics,Kempen,"Wunsch, Mills and Walter Pharm",5457760.0
1127,Antibiotics,Leinfelden-Echterdingen,Rogahn-Klein Pharma Plc,5454399.0
3559,Antiseptics,Rheinfelden (Baden),Osinski-Collins ,5451956.0
3469,Antiseptics,Norden,Franecki Inc Pharmacy,5445556.0
3190,Antiseptics,Frankfurt,Corkery-Kovacek Pharma Plc,5444631.0
4265,Mood Stabilizers,Pfaffenhofen,Armstrong Inc Pharm,5427693.0
1926,Antimalarial,Meschede,"Langworth, Olson and Satterfield Pharmacy",5423508.0
1546,Antimalarial,Baunatal,"Buckridge, Dach and Carroll Pharmaceutical Ltd",5415839.0
1695,Antimalarial,Freudenstadt,"Kub, Von and Herzog Pharmaceutical Limited",5412004.0
3057,Antiseptics,Bernburg,Walsh-Brown Pharmaceutical Ltd,5403418.0
2918,Antipiretics,Verl,Rowe PLC Pharm,5396654.0
2484,Antipiretics,Greven,"Kertzmann, Quitzon and Harris ",5392032.0
181,Analgesics,Filderstadt,Fadel-West Pharmaceutical Ltd,5391985.0
1716,Antimalarial,Germering,Graham and Sons Pharm,5391191.68342
2696,Antipiretics,Münster,"Wunsch, Mills and Walter Pharmaceutical Limited",5389416.0
2468,Antipiretics,Germersheim,Schaefer-Rolfson Pharmacy,5384718.0
3053,Antiseptics,Bergheim,"Spinka, Schowalter and Conn ",5374118.0
4117,Mood Stabilizers,Lage,McCullough LLC Pharmaceutical Ltd,5372629.0
996,Antibiotics,Göttingen,"Roob, Ernser and Kub Pharmacy",5369346.0
156,Analgesics,Ehingen an der Donau,White Inc Pharm,5368554.0
634,Analgesics,Suhl,Will and Sons Pharmacy,5363085.0
3862,Mood Stabilizers,Chemnitz,Wehner-Stehr Pharm,5361404.0
3072,Antiseptics,Bitterfeld,"Will, McGlynn and Fritsch Pharmaceutical Ltd",5355634.0
1133,Antibiotics,Lichtenfels,Kris LLC Pharmaceutical Ltd,5353123.0
3361,Antiseptics,Königswinter,Marquardt-Ryan Pharm,5352132.0
4299,Mood Stabilizers,Recklinghausen,Runolfsson-Halvorson Pharmacy,5348799.0
1423,Antibiotics,Waltrop,"Sanford, Franecki and Greenholt Pharma Plc",5345351.0
674,Analgesics,Warendorf,Hansen Group Pharmacy,5344122.0
385,Analgesics,Lingen,Leffler-Russel Pharmaceutical Ltd,5338365.0
3676,Antiseptics,Waltrop,"Sanford, Franecki and Greenholt Pharma Plc",5337461.0
2397,Antipiretics,Dormagen,Durgan-Rice Pharmacy,5328440.0
541,Analgesics,Ratingen,"Kilback, Beer and Batz ",5325100.0
2404,Antipiretics,Düren,Stanton-Cole Pharmacy,5312124.0
1811,Antimalarial,Jülich,Lemke Ltd Pharmaceutical Limited,5307642.0
2306,Antipiretics,Bernburg,Walsh-Brown Pharmaceutical Ltd,5307543.0
2667,Antipiretics,Marl,Botsford and Sons ,5304370.0
379,Analgesics,Lennestadt,Hoeger Ltd Pharm,5302884.0
3167,Antiseptics,Emsdetten,Mills Inc Pharmaceutical Ltd,5300274.0
2632,Antipiretics,Lennestadt,Hoeger Ltd Pharm,5296804.0
415,Analgesics,Mechernich,Sauer and Sons ,5292054.0
23,Analgesics,Backnang,Nader-Gaylord Pharmacy,5289085.0
4198,Mood Stabilizers,Münster,"Wunsch, Mills and Walter Pharmaceutical Limited",5279886.0
4336,Mood Stabilizers,Sankt Wendel,"Paucek, Keeling and Bruen Pharma Plc",5279755.0
735,Analgesics,Zwickau,Huel Inc Pharm,5279454.0
130,Analgesics,Datteln,"Steuber, Skiles and Kilback Pharmacy",5273125.0
1687,Antimalarial,Frankenthal,McDermott Inc Pharmacy,5268330.0
3712,Antiseptics,Witten,Quigley-Heathcote Pharm,5264334.0
2753,Antipiretics,Overath,"Reinger, Kihn and Goyette Pharmaceutical Limited",5262781.0
3681,Antiseptics,Warstein,"Wintheiser, Breitenberg and Gottlieb Pharma Plc",5255333.0
3540,Antiseptics,Radebeul,Sipes and Sons Pharma Plc,5246790.0
311,Analgesics,Kaiserslautern,Schaden-Hirthe ,5244491.0
2449,Antipiretics,Friedrichsdorf,Senger-Kirlin Pharmaceutical Ltd,5241759.0
3178,Antiseptics,Essen,Waelchi LLC Pharmaceutical Limited,5241219.0
101,Analgesics,Böblingen,Balistreri Group Pharm,5240070.0
485,Analgesics,Oldenburg,"Nolan, DuBuque and Schultz ",5234902.0
1172,Antibiotics,Meppen,Rutherford and Sons Pharm,5217621.0
3732,Antiseptics,Zeitz,Kris LLC Pharm,5191518.0
1047,Antibiotics,Idstein,Runte-Marquardt Pharmacy,5179206.0
209,Analgesics,Geldern,"Bernier, Murphy and Rau Pharma Plc",5177962.0
1464,Antibiotics,Wolfsburg,"Hansen, Fadel and Schroeder Pharma Plc",5177952.0
4019,Mood Stabilizers,Harsewinkel,Trantow LLC Pharm,5155802.0
173,Analgesics,Espelkamp,Paucek PLC ,5143345.0
2372,Antipiretics,Coesfeld,Barrows-Kohler Pharma Plc,5142774.0
176,Analgesics,Ettlingen,"Fritsch, Hodkiewicz and Sipes Pharma Plc",5131078.0
560,Analgesics,Rosenheim,Emard-O'Connell Pharm,5130810.0
263,Analgesics,Hannover,Predovic LLC Pharmaceutical Ltd,5113856.0
3297,Antiseptics,Hürth,Sauer and Sons Pharmacy,5110529.0
1292,Antibiotics,Ratingen,"Kilback, Beer and Batz ",5091142.0
3605,Antiseptics,Siegen,Balistreri-Watsica Pharma Plc,5089179.0
3257,Antiseptics,Hagen,Fahey-Flatley ,5088596.0
3193,Antiseptics,Freiberg,Schaefer-Rolfson Pharma Plc,5087121.0
2126,Antimalarial,Staßfurt,McDermott Inc Pharma Plc,5085962.0
41,Analgesics,Balingen,"Heathcote, Grant and Witting Pharmaceutical Limited",5075984.0
2767,Antipiretics,Pinneberg,Yundt-Crona Pharm,5074074.0
3474,Antiseptics,Northeim,"Nitzsche, Effertz and Maggio Pharmaceutical Limited",5070584.0
3588,Antiseptics,Schmallenberg,"Steuber, Hills and Botsford Pharma Plc",5067920.0
127,Analgesics,Dachau,Goldner-Tillman Pharm,5066748.0
3262,Antiseptics,Hamburg,Barrows-Kohler Pharm,5065936.0
140,Analgesics,Dingolfing,Koss Ltd Pharma Plc,5064066.0
2536,Antipiretics,Hof,"Heathcote, Kovacek and Parker ",5044182.0
3903,Mood Stabilizers,Dresden,Rutherford and Sons Pharmaceutical Ltd,5037927.0
4140,Mood Stabilizers,Lingen,Leffler-Russel Pharmaceutical Ltd,5029234.0
2616,Antipiretics,Lampertheim,Beier PLC Pharma Plc,5028061.0
4360,Mood Stabilizers,Sindelfingen,Reilly Ltd Pharmacy,5025043.0
3580,Antiseptics,Salzwedel,"Beahan, Littel and Ondricka Pharma Plc",5017944.0
4263,Mood Stabilizers,Peine,Huels-Klein ,5016284.0
3194,Antiseptics,Freiburg im Breisgau,Abernathy and Sons ,5014633.0
2813,Antipiretics,Rosenheim,Emard-O'Connell Pharm,5013175.0
3465,Antiseptics,Neuwied,"Harris, Daugherty and Okuneva Pharm",5011851.0
282,Analgesics,Hildesheim,"Corkery, Trantow and Ferry Pharm",5010127.0
4090,Mood Stabilizers,Konstanz,Schmitt LLC Pharma Plc,5007517.0
3305,Antiseptics,Iserlohn,"Ondricka, Rosenbaum and Beahan Pharm",4979626.0
1088,Antibiotics,Kornwestheim,Schulist-Zulauf Pharmaceutical Ltd,4968539.0
728,Analgesics,Zeitz,Kris LLC Pharm,4961725.0
706,Analgesics,Wismar,Veum-Kerluke Pharma Plc,4958789.0
336,Analgesics,Korbach,Purdy Ltd Pharm,4956964.0
458,Analgesics,Neustadt,Crist LLC Pharma Plc,4955123.0
3369,Antiseptics,Landsberg,Veum and Sons Pharmaceutical Limited,4951103.0
2984,Antipiretics,Zirndorf,Doyle-Tillman Pharmaceutical Limited,4942926.0
1200,Antibiotics,Neu Isenburg,Daugherty-Rempel Pharm,4942776.0
4364,Mood Stabilizers,Soest,Senger-Kirlin Pharma Plc,4940511.0
478,Analgesics,Obertshausen,"Beer, Kohler and Beatty Pharmacy",4928306.0
123,Analgesics,Cuxhaven,Zemlak-Witting ,4928002.0
2434,Antipiretics,Filderstadt,Fadel-West Pharmaceutical Ltd,4924748.0
3973,Mood Stabilizers,Gifhorn,Herman-Koss Pharmaceutical Ltd,4923948.0
2415,Antipiretics,Emmendingen,"Spinka, Schowalter and Conn Pharma Plc",4923073.0
825,Antibiotics,Bonn,"Steuber, Skiles and Kilback Pharmaceutical Limited",4919279.0
4188,Mood Stabilizers,Moers,Hermiston LLC Pharm,4918091.0
4205,Mood Stabilizers,Neu-Ulm,Tillman Group Pharma Plc,4917695.0
3983,Mood Stabilizers,Gotha,"Steuber, Hills and Botsford ",4917331.0
3783,Mood Stabilizers,Bad Kissingen,Miller-Satterfield Pharmaceutical Limited,4915004.0
3651,Antiseptics,Traunstein,Schuppe Inc Pharm,4912703.0
3082,Antiseptics,Bramsche,Konopelski-Blick Pharmaceutical Limited,4910001.0
3907,Mood Stabilizers,Düsseldorf,Jast-Cruickshank Pharmaceutical Ltd,4909172.0
1826,Antimalarial,Kerpen,Nader-Borer Pharm,4903991.0
2827,Antipiretics,Salzgitter,Kreiger Inc Pharm,4901160.0
223,Analgesics,Goch,"Kshlerin, Ryan and Leuschke ",4897186.0
2339,Antipiretics,Bruchsal,Paucek PLC Pharm,4893786.0
3303,Antiseptics,Ingolstadt,"Moen, Murazik and Smith Pharmaceutical Ltd",4882358.0
2312,Antipiretics,Biberach,Fritsch LLC Pharm,4871253.0
3660,Antiseptics,Uelzen,Fahey-Flatley Pharmaceutical Ltd,4869535.0
16,Analgesics,Apolda,Mayert-Weber Pharmaceutical Ltd,4851768.0
2405,Antipiretics,Düsseldorf,Jast-Cruickshank Pharmaceutical Ltd,4851158.0
1479,Antibiotics,Zeitz,Kris LLC Pharm,4849691.0
1983,Antimalarial,Oelde,Harris-Conroy Pharm,4848912.0
4447,Mood Stabilizers,Wernigerode,"Nolan, DuBuque and Schultz Pharmacy",4839765.0
416,Analgesics,Meerbusch,Osinski-Botsford Pharm,4837927.0
3757,Mood Stabilizers,Achern,"Reynolds, Jast and Mante ",4832254.0
3423,Antiseptics,Melle,Abernathy Group Pharmacy,4827514.0
921,Antibiotics,Erlangen,Buckridge-Strosin Pharmaceutical Ltd,4822474.3419
246,Analgesics,Günzburg,Carter-Conn Pharmaceutical Ltd,4814532.0
3674,Antiseptics,Waiblingen,"Koch, Borer and Hagenes Pharm",4809815.0
3424,Antiseptics,Memmingen,"Beahan, Littel and Ondricka ",4808330.0
2936,Antipiretics,Weilheim,Rohan Inc Pharm,4805150.0
3582,Antiseptics,Sangerhausen,Gottlieb-Koss Pharmacy,4803686.0
2769,Antipiretics,Pirmasens,Prohaska-Kuhic Pharma Plc,4803331.0
4215,Mood Stabilizers,Neustadt am Rübenberge,Schulist LLC Pharmaceutical Limited,4798432.0
276,Analgesics,Herford,Ritchie-Rodriguez Pharmacy,4797428.0
2839,Antipiretics,Schwabach,Gottlieb-Cruickshank Pharm,4793748.0
2301,Antipiretics,Bensheim,Schuppe Inc ,4787808.0
2167,Antimalarial,Verl,Rowe PLC Pharm,4783475.0
3905,Mood Stabilizers,Dülmen,Denesik-Hintz Pharmaceutical Limited,4779068.0
4426,Mood Stabilizers,Waldshut-Tiengen,"Armstrong, Medhurst and Bogisich Pharmaceutical Ltd",4771679.0
2805,Antipiretics,Rheinbach,McKenzie-Zemlak Pharm,4771435.8
896,Antibiotics,Dorsten,Veum and Sons Pharmaceutical Ltd,4770650.0
3065,Antiseptics,Bielefeld,"Crist, Wisoky and Nolan Pharm",4769764.0
701,Analgesics,Wiesloch,Osinski-Botsford Pharmacy,4768191.0
3510,Antiseptics,Parchim,"Rosenbaum, Klein and Herzog Pharma Plc",4765325.0
645,Analgesics,Torgau,Gerlach LLC Pharma Plc,4762357.0
540,Analgesics,Rathenow,Gulgowski-Vandervort Pharm,4757958.0
1581,Antimalarial,Brandenburg,Bosco-Marquardt Pharmaceutical Limited,4743848.0
3958,Mood Stabilizers,Garbsen,Schimmel-Waelchi Pharma Plc,4740454.0
189,Analgesics,Freiberg,Schaefer-Rolfson Pharma Plc,4737972.0
3288,Antiseptics,Hofheim,Gerlach LLC Pharmacy,4736121.0
1301,Antibiotics,Reutlingen,Botsford PLC ,4732278.0
618,Analgesics,Sprockhövel,Powlowski-Buckridge ,4727578.0
3028,Antiseptics,Bad Dürkheim,"Funk, Ratke and Heaney ",4724372.0
85,Analgesics,Brilon,"Gleichner, Bahringer and Morar Pharmacy",4716178.0
3794,Mood Stabilizers,Baden-Baden,Legros-Runte Pharmaceutical Ltd,4715178.0
3406,Antiseptics,Lübeck,Kohler-Bednar Pharmaceutical Ltd,4714871.0
1035,Antibiotics,Hofheim,Gerlach LLC Pharmacy,4701847.0
287,Analgesics,Homburg,Mayert-Weber ,4693451.0
1033,Antibiotics,Hildesheim,"Corkery, Trantow and Ferry Pharm",4689897.0
4036,Mood Stabilizers,Hilden,Raynor LLC Pharm,4688703.0
2274,Antipiretics,Augsburg,Hill Ltd Pharmaceutical Limited,4683099.0
4120,Mood Stabilizers,Landsberg,Veum and Sons Pharmaceutical Limited,4682552.0
2091,Antimalarial,Schweinfurt,Mraz Group Pharmaceutical Limited,4680710.0
3889,Mood Stabilizers,Delmenhorst,Funk PLC Pharm,4671244.0
671,Analgesics,Waldshut-Tiengen,"Armstrong, Medhurst and Bogisich Pharmaceutical Ltd",4669460.0
43,Analgesics,Barsinghausen,Ward Group Pharma Plc,4667763.0
3008,Antiseptics,Ahaus,"Yundt, Leuschke and Ward Pharma Plc",4666202.0
1169,Antibiotics,Meißen,"Harris, Daugherty and Okuneva Pharmaceutical Limited",4661448.0
459,Analgesics,Neustadt,Feest PLC Pharmaceutical Ltd,4658216.0
3032,Antiseptics,Bad Kissingen,Miller-Satterfield Pharmaceutical Limited,4657044.0
3951,Mood Stabilizers,Friedrichsdorf,Senger-Kirlin Pharmaceutical Ltd,4656572.0
3014,Antiseptics,Altenburg,"Moen, Murazik and Smith Pharm",4655164.0
1230,Antibiotics,Oberursel,"Beer, Kohler and Beatty ",4652469.0
384,Analgesics,Lindau,McDermott Group Pharmaceutical Ltd,4650520.0
3934,Mood Stabilizers,Falkensee,"Wisozk, Brekke and Bartoletti Pharmacy",4637751.0
4016,Mood Stabilizers,Hamminkeln,Koch-Osinski Pharmacy,4635362.0
2,Analgesics,Achern,"Reynolds, Jast and Mante ",4623373.0
2638,Antipiretics,Lingen,Leffler-Russel Pharmaceutical Ltd,4623069.0
3594,Antiseptics,Schwelm,"Hammes, Bashirian and Pacocha Pharmacy",4621978.0
2631,Antipiretics,Lemgo,Carter-Conn Pharm,4614526.0
3707,Antiseptics,Willich,Crist Ltd Pharma Plc,4612420.0
4300,Mood Stabilizers,Regensburg,"Effertz, Heaney and Tillman Pharm",4610836.0
4438,Mood Stabilizers,Weilheim,Rohan Inc Pharm,4609051.0
4432,Mood Stabilizers,Warstein,"Wintheiser, Breitenberg and Gottlieb Pharma Plc",4604630.0
2761,Antipiretics,Peine,Huels-Klein ,4604427.0
3687,Antiseptics,Weilheim,Rohan Inc Pharm,4601385.0
1400,Antibiotics,Troisdorf,Gibson-Hill ,4599533.0
1647,Antimalarial,Dorsten,Veum and Sons Pharmaceutical Ltd,4588404.0
214,Analgesics,Germering,Graham and Sons Pharm,4586982.0
3011,Antiseptics,Aichach,Hane Ltd Pharmaceutical Ltd,4580037.0
4079,Mood Stabilizers,Kerpen,Nader-Borer Pharm,4579154.0
3464,Antiseptics,Neustadt am Rübenberge,Schulist LLC Pharmaceutical Limited,4575591.0
2324,Antipiretics,Bocholt,Leannon-West Pharmaceutical Limited,4574180.0
3692,Antiseptics,Weißenburg,"Kirlin, Hamill and Dickinson Pharma Plc",4573092.0
93,Analgesics,Brühl,Buckridge Inc Pharm,4572483.0
2705,Antipiretics,Neuburg,"Casper, Hyatt and Jakubowski Pharmaceutical Ltd",4572438.0
1340,Antibiotics,Schweinfurt,Mraz Group Pharmaceutical Limited,4564644.0
2461,Antipiretics,Geislingen an der Steige,Hermiston and Sons Pharmaceutical Ltd,4563975.0
2916,Antipiretics,Vechta,Zemlak Group Pharm,4558222.0
4303,Mood Stabilizers,Rendsburg,Barton Ltd Pharm,4550341.0
106,Analgesics,Celle,Barton Ltd Pharmaceutical Limited,4545834.0
4344,Mood Stabilizers,Schweinfurt,Mraz Group Pharmaceutical Limited,4538588.0
3766,Mood Stabilizers,Alzey,"Will, McGlynn and Fritsch Pharmaceutical Limited",4536514.0
4032,Mood Stabilizers,Herne,Buckridge-Davis Pharmaceutical Ltd,4536019.0
2832,Antipiretics,Sankt Augustin,Koch-Osinski Pharmaceutical Ltd,4528985.0
1986,Antimalarial,Olching,Schimmel-Waelchi Pharmaceutical Limited,4525168.0
362,Analgesics,Lage,McCullough LLC Pharmaceutical Ltd,4523884.0
550,Analgesics,Reutlingen,Botsford PLC ,4518382.0
2222,Antimalarial,Würselen,Kozey-Emmerich ,4512990.0
1114,Antibiotics,Lampertheim,Beier PLC Pharma Plc,4510131.0
1185,Antibiotics,Mosbach,Herman-Koss Pharmaceutical Limited,4507277.0
3365,Antiseptics,Laatzen,Mante-Grady Pharmaceutical Ltd,4500618.0
3921,Mood Stabilizers,Erftstadt,Doyle-Tillman Pharm,4499033.0
4463,Mood Stabilizers,Witten,Quigley-Heathcote Pharm,4495888.0
2600,Antipiretics,Kreuztal,Kutch-Marks Pharmaceutical Limited,4494780.0
2085,Antimalarial,Schloß Holte-Stukenbrock,Crona PLC Pharmaceutical Ltd,4491184.0
3552,Antiseptics,Rendsburg,Barton Ltd Pharm,4490462.0
3566,Antiseptics,Roth,Koss-Beier Pharmacy,4488297.0
3314,Antiseptics,Kaarst,Pfannerstill Group Pharmaceutical Limited,4480619.0
4261,Mood Stabilizers,Parchim,"Rosenbaum, Klein and Herzog Pharma Plc",4475631.0
1316,Antibiotics,Rudolstadt,Bayer LLC ,4474413.0
881,Antibiotics,Datteln,"Steuber, Skiles and Kilback Pharmacy",4471888.0
1509,Antimalarial,Aichach,Hane Ltd Pharmaceutical Ltd,4470561.0
4092,Mood Stabilizers,Kornwestheim,Schulist-Zulauf Pharmaceutical Ltd,4470195.0
3366,Antiseptics,Lage,McCullough LLC Pharmaceutical Ltd,4468927.0
3601,Antiseptics,Selm,Pfeffer-Kirlin Pharmaceutical Limited,4466067.0
434,Analgesics,Mosbach,Herman-Koss Pharmaceutical Limited,4462523.0
763,Antibiotics,Amberg,Rohan Inc Pharmaceutical Limited,4462126.0
682,Analgesics,Weil am Rhein,Reinger Group Pharma Plc,4459836.0
3195,Antiseptics,Freising,"Gleichner, Bahringer and Morar Pharmaceutical Limited",4459706.0
3132,Antiseptics,Darmstadt,"Towne, Cummerata and Blanda Pharmaceutical Ltd",4456035.0
3005,Antiseptics,Aalen,Bartoletti-Altenwerth Pharm,4455713.0
3418,Antiseptics,Marl,Botsford and Sons ,4453456.0
3324,Antiseptics,Kehl,Corkery-Kovacek Pharm,4441621.0
3831,Mood Stabilizers,Bornheim,Okuneva-Corkery Pharma Plc,4438783.0
3263,Antiseptics,Hameln,Watsica-Kovacek Pharmacy,4435320.0
3210,Antiseptics,Geesthacht,"Corkery, Trantow and Ferry Pharma Plc",4432257.0
3911,Mood Stabilizers,Ehingen an der Donau,White Inc Pharm,4426468.0
3807,Mood Stabilizers,Berlin,"Kuphal, Herzog and Purdy ",4424052.0
494,Analgesics,Osterode,Feest-Roob Pharmaceutical Limited,4423714.0
2042,Antimalarial,Rathenow,Gulgowski-Vandervort Pharm,4423650.0
1032,Antibiotics,Hilden,Raynor LLC Pharm,4419787.0
430,Analgesics,Minden,"Casper, Hyatt and Jakubowski Pharmacy",4418024.0
30,Analgesics,Bad Nauheim,"Effertz, Heaney and Tillman Pharma Plc",4416458.0
71,Analgesics,Bocholt,Leannon-West Pharmaceutical Limited,4411565.0
3514,Antiseptics,Pfaffenhofen,Armstrong Inc Pharm,4409698.0
2859,Antipiretics,Sinsheim,Waelchi LLC Pharm,4403839.0
908,Antibiotics,Einbeck,Fahey-Prosacco Pharmaceutical Limited,4403372.0
450,Analgesics,Neu-Ulm,Tillman Group Pharma Plc,4401617.0
2336,Antipiretics,Bremerhaven,Moore PLC Pharm,4395595.0
3319,Antiseptics,Kamp-Lintfort,Bashirian-Kassulke Pharmacy,4388342.0
266,Analgesics,Heide,Heller-Abernathy Pharma Plc,4386651.0
2390,Antipiretics,Detmold,"Upton, Abernathy and Goodwin Pharmaceutical Limited",4385746.0
665,Analgesics,Verl,Rowe PLC Pharm,4376924.0
631,Analgesics,Strausberg,Raynor LLC Pharmaceutical Limited,4375777.0
779,Antibiotics,Bad Kissingen,Miller-Satterfield Pharmaceutical Limited,4368583.0
597,Analgesics,Selm,Pfeffer-Kirlin Pharmaceutical Limited,4366024.0
463,Analgesics,Niederkassel,Gleason PLC Pharmaceutical Limited,4365269.0
4052,Mood Stabilizers,Ilmenau,"Pfannerstill, Upton and Balistreri Pharm",4363391.0
582,Analgesics,Schleswig,Kuhic LLC ,4362612.0
3328,Antiseptics,Kerpen,Nader-Borer Pharm,4359859.0
1210,Antibiotics,Neustadt,Feest PLC Pharmaceutical Ltd,4354685.0
2902,Antipiretics,Troisdorf,Gibson-Hill ,4351438.0
40,Analgesics,Baesweiler,"Parker, Green and Emmerich Pharma Plc",4339275.0
1059,Antibiotics,Jena,Fahey-Prosacco Pharmacy,4336866.0
2848,Antipiretics,Schönebeck,Reichel Inc Pharm,4335948.0
703,Analgesics,Willich,Crist Ltd Pharma Plc,4332428.0
2803,Antipiretics,Reutlingen,Botsford PLC ,4329145.0
2149,Antimalarial,Traunstein,Schuppe Inc Pharm,4319411.0
1432,Antibiotics,Wegberg,Terry-Kub Pharmaceutical Ltd,4318918.0
4054,Mood Stabilizers,Ingolstadt,"Moen, Murazik and Smith Pharmaceutical Ltd",4316440.0
4076,Mood Stabilizers,Kelkheim (Taunus),"Upton, Abernathy and Goodwin Pharm",4315438.0
4255,Mood Stabilizers,Overath,"Reinger, Kihn and Goyette Pharmaceutical Limited",4314557.0
1553,Antimalarial,Bergkamen,Homenick-Larson Pharmaceutical Ltd,4314554.0
4384,Mood Stabilizers,Stralsund,Kozey Ltd Pharmacy,4312578.0
554,Analgesics,Rheine,"Sanford, Franecki and Greenholt Pharmaceutical Ltd",4311117.0
1646,Antimalarial,Dormagen,Durgan-Rice Pharmacy,4309928.0
1866,Antimalarial,Landau,Trantow LLC Pharmacy,4309766.0
3290,Antiseptics,Holzminden,Erdman PLC ,4305636.0
3522,Antiseptics,Plauen,Hermiston and Sons Pharmacy,4304917.0
2987,Antipiretics,Zweibrücken,Lockman-Welch Pharmaceutical Limited,4302654.0
3434,Antiseptics,Minden,"Casper, Hyatt and Jakubowski Pharmacy",4298985.0
3463,Antiseptics,Neustadt,Feest PLC Pharmaceutical Ltd,4298878.0
1897,Antimalarial,Ludwigsburg,"Block, Thiel and Kuphal Pharmaceutical Limited",4297425.0
3298,Antiseptics,Ibbenbüren,"Lebsack, Yost and Heller Pharma Plc",4295561.0
